"VISAE06","id","eventname","component","ACTION","target","objecttable","objectid","crud","edulevel","contextid","contextlevel","contextinstanceid","userid","courseid","relateduserid","anonymous","timecreated","origin","ip","realuserid"
"ECBTI42","9582179","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","322220","c","2","4217","70","3642","512812","37","\N","0","1543964507","web","181.135.96.79","\N"
"ECBTI42","9582187","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1543964510","web","181.135.96.79","\N"
"ECBTI42","9653419","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544036889","web","181.135.96.79","\N"
"ECBTI42","9653424","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544036891","web","181.135.96.79","\N"
"ECBTI42","9653431","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544036898","web","181.135.96.79","\N"
"ECBTI42","9653443","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544036905","web","181.135.96.79","\N"
"ECBTI42","9653516","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544036956","web","181.135.96.79","\N"
"ECBTI42","9653519","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544036957","web","181.135.96.79","\N"
"ECBTI42","9653541","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544036978","web","181.135.96.79","\N"
"ECBTI42","9653544","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544036980","web","181.135.96.79","\N"
"ECBTI42","9653568","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","621","r","2","4998","70","4396","512812","99","\N","0","1544036997","web","181.135.96.79","\N"
"ECBTI42","9654020","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","623","r","2","5003","70","4401","512812","99","\N","0","1544037270","web","181.135.96.79","\N"
"ECBTI42","9654287","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544037494","web","181.135.96.79","\N"
"ECBTI42","9654292","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544037497","web","181.135.96.79","\N"
"ECBTI42","9654386","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","324324","c","2","4997","70","4395","512812","99","\N","0","1544037562","web","181.135.96.79","\N"
"ECBTI42","9654387","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","324324","c","2","4997","70","4395","512812","99","\N","0","1544037562","web","181.135.96.79","\N"
"ECBTI42","9654393","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544037566","web","181.135.96.79","\N"
"ECBTI42","9654464","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","324324","c","2","4997","70","4395","512812","99","\N","0","1544037624","web","181.135.96.79","\N"
"ECBTI42","9654465","\\mod_forum\\event\\post_updated","mod_forum","updated","post","forum_posts","324324","u","2","4997","70","4395","512812","99","\N","0","1544037624","web","181.135.96.79","\N"
"ECBTI42","9654468","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544037627","web","181.135.96.79","\N"
"ECBTI42","9758335","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544125568","web","181.135.96.79","\N"
"ECBTI42","9758339","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544125569","web","181.135.96.79","\N"
"ECBTI42","9758370","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544125582","web","181.135.96.79","\N"
"ECBTI42","9758379","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544125586","web","181.135.96.79","\N"
"ECBTI42","9759739","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544126401","web","181.135.96.79","\N"
"ECBTI42","9759740","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544126402","web","181.135.96.79","\N"
"ECBTI42","9759758","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544126409","web","181.135.96.79","\N"
"ECBTI42","9759772","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544126413","web","181.135.96.79","\N"
"ECBTI42","9781556","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544138406","web","181.135.96.79","\N"
"ECBTI42","9781563","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544138407","web","181.135.96.79","\N"
"ECBTI42","9781678","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","623","r","2","5003","70","4401","512812","99","\N","0","1544138466","web","181.135.96.79","\N"
"ECBTI42","9785223","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544140464","web","181.135.96.79","\N"
"ECBTI42","9785227","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544140466","web","181.135.96.79","\N"
"ECBTI42","9785248","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","5012","70","4410","512812","99","\N","0","1544140479","web","181.135.96.79","\N"
"ECBTI42","9785265","\\gradereport_user\\event\\grade_report_viewed","gradereport_user","viewed","grade_report","\N","\N","r","2","135","50","99","512812","99","512812","0","1544140490","web","181.135.96.79","\N"
"ECBTI42","9785655","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544140683","web","181.135.96.79","\N"
"ECBTI42","9785657","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544140684","web","181.135.96.79","\N"
"ECBTI42","9785675","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","621","r","2","4998","70","4396","512812","99","\N","0","1544140700","web","181.135.96.79","\N"
"ECBTI42","9785879","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544140813","web","181.135.96.79","\N"
"ECBTI42","9785898","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544140817","web","181.135.96.79","\N"
"ECBTI42","9822488","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544184047","web","181.135.96.79","\N"
"ECBTI42","9822489","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544184049","web","181.135.96.79","\N"
"ECBTI42","9822491","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544184065","web","181.135.96.79","\N"
"ECBTI42","10542392","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544647090","web","181.135.96.79","\N"
"ECBTI42","9822492","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544184069","web","181.135.96.79","\N"
"ECBTI42","9825812","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544189526","web","181.135.96.79","\N"
"ECBTI42","9825816","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544189528","web","181.135.96.79","\N"
"ECBTI42","9825822","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544189536","web","181.135.96.79","\N"
"ECBTI42","9825825","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544189539","web","181.135.96.79","\N"
"ECBTI42","9825911","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","329553","c","2","4997","70","4395","512812","99","\N","0","1544189633","web","181.135.96.79","\N"
"ECBTI42","9825912","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","329553","c","2","4997","70","4395","512812","99","\N","0","1544189633","web","181.135.96.79","\N"
"ECBTI42","9825920","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544189637","web","181.135.96.79","\N"
"ECBTI42","9825925","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544189648","web","181.135.96.79","\N"
"ECBTI42","9825928","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544189649","web","181.135.96.79","\N"
"ECBTI42","9825934","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544189656","web","181.135.96.79","\N"
"ECBTI42","9825936","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544189658","web","181.135.96.79","\N"
"ECBTI42","9992410","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544381088","web","181.135.96.79","\N"
"ECBTI42","9992413","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544381090","web","181.135.96.79","\N"
"ECBTI42","9992422","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544381097","web","181.135.96.79","\N"
"ECBTI42","9992427","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544381100","web","181.135.96.79","\N"
"ECBTI42","9993242","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544381931","web","181.135.96.79","\N"
"ECBTI42","9993246","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544381932","web","181.135.96.79","\N"
"ECBTI42","9993257","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544381938","web","181.135.96.79","\N"
"ECBTI42","9993262","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544381941","web","181.135.96.79","\N"
"ECBTI42","9993556","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","335202","c","2","4217","70","3642","512812","37","\N","0","1544382204","web","181.135.96.79","\N"
"ECBTI42","9993557","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","335202","c","2","4217","70","3642","512812","37","\N","0","1544382204","web","181.135.96.79","\N"
"ECBTI42","9993568","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544382207","web","181.135.96.79","\N"
"ECBTI42","9994688","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","335241","c","2","4217","70","3642","512812","37","\N","0","1544383054","web","181.135.96.79","\N"
"ECBTI42","9994689","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","335241","c","2","4217","70","3642","512812","37","\N","0","1544383054","web","181.135.96.79","\N"
"ECBTI42","9994696","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544383058","web","181.135.96.79","\N"
"ECBTI42","9994906","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","335241","c","2","4217","70","3642","512812","37","\N","0","1544383216","web","181.135.96.79","\N"
"ECBTI42","9994907","\\mod_forum\\event\\post_updated","mod_forum","updated","post","forum_posts","335241","u","2","4217","70","3642","512812","37","\N","0","1544383216","web","181.135.96.79","\N"
"ECBTI42","9994913","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544383220","web","181.135.96.79","\N"
"ECBTI42","9995190","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","335260","c","2","4217","70","3642","512812","37","\N","0","1544383461","web","181.135.96.79","\N"
"ECBTI42","9995191","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","335260","c","2","4217","70","3642","512812","37","\N","0","1544383461","web","181.135.96.79","\N"
"ECBTI42","9995196","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544383465","web","181.135.96.79","\N"
"ECBTI42","9995225","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","522","r","2","4218","70","3643","512812","37","\N","0","1544383494","web","181.135.96.79","\N"
"ECBTI42","9995352","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544383623","web","181.135.96.79","\N"
"ECBTI42","9996066","\\gradereport_user\\event\\grade_report_viewed","gradereport_user","viewed","grade_report","\N","\N","r","2","73","50","37","512812","37","512812","0","1544384105","web","181.135.96.79","\N"
"ECBTI42","9996106","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","4228","70","3653","512812","37","\N","0","1544384131","web","181.135.96.79","\N"
"ECBTI42","9996248","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","4232","70","3657","512812","37","\N","0","1544384237","web","181.135.96.79","\N"
"ECBTI42","9997050","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","4232","70","3657","512812","37","\N","0","1544384840","web","181.135.96.79","\N"
"ECBTI42","9997082","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544384860","web","181.135.96.79","\N"
"ECBTI42","9997087","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544384863","web","181.135.96.79","\N"
"ECBTI42","9997311","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","335331","c","2","4217","70","3642","512812","37","\N","0","1544385002","web","181.135.96.79","\N"
"ECBTI42","9997312","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","335331","c","2","4217","70","3642","512812","37","\N","0","1544385002","web","181.135.96.79","\N"
"ECACEN21","1401508","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","155","50","119","512812","119","\N","0","1536030323","web","181.135.96.79","\N"
"ECBTI42","9997325","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544385005","web","181.135.96.79","\N"
"ECBTI42","10004415","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544390370","web","181.135.96.79","\N"
"ECBTI42","10004418","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544390371","web","181.135.96.79","\N"
"ECBTI42","10004430","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544390379","web","181.135.96.79","\N"
"ECBTI42","10004435","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544390382","web","181.135.96.79","\N"
"ECBTI42","10026733","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544403035","web","181.135.96.79","\N"
"ECBTI42","10026739","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544403037","web","181.135.96.79","\N"
"ECBTI42","10026751","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544403045","web","181.135.96.79","\N"
"ECBTI42","10026760","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544403049","web","181.135.96.79","\N"
"ECBTI42","10029265","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544404350","web","181.135.96.79","\N"
"ECBTI42","10029267","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544404352","web","181.135.96.79","\N"
"ECBTI42","10029288","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","621","r","2","4998","70","4396","512812","99","\N","0","1544404367","web","181.135.96.79","\N"
"ECBTI42","10029624","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","623","r","2","5003","70","4401","512812","99","\N","0","1544404579","web","181.135.96.79","\N"
"ECBTI42","10029802","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544404685","web","181.135.96.79","\N"
"ECBTI42","10029809","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544404688","web","181.135.96.79","\N"
"ECBTI42","10032571","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544405989","web","181.135.96.79","\N"
"ECBTI42","10032573","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544405990","web","181.135.96.79","\N"
"ECBTI42","10032587","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544405998","web","181.135.96.79","\N"
"ECBTI42","10032603","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544406004","web","181.135.96.79","\N"
"ECBTI42","10036581","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","336817","c","2","4997","70","4395","512812","99","\N","0","1544407682","web","181.135.96.79","\N"
"ECBTI42","10036582","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","336817","c","2","4997","70","4395","512812","99","\N","0","1544407682","web","181.135.96.79","\N"
"ECBTI42","10036595","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544407687","web","181.135.96.79","\N"
"ECBTI42","10118546","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544472401","web","181.135.96.79","\N"
"ECBTI42","10118558","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544472403","web","181.135.96.79","\N"
"ECBTI42","10118585","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544472412","web","181.135.96.79","\N"
"ECBTI42","10118596","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544472415","web","181.135.96.79","\N"
"ECBTI42","10120048","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544472993","web","181.135.96.79","\N"
"ECBTI42","10120054","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544472996","web","181.135.96.79","\N"
"ECBTI42","10120387","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544473137","web","181.135.96.79","\N"
"ECBTI42","10120396","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544473139","web","181.135.96.79","\N"
"ECBTI42","10120420","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544473146","web","181.135.96.79","\N"
"ECBTI42","10120433","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544473150","web","181.135.96.79","\N"
"ECBTI42","10121143","\\mod_folder\\event\\course_module_viewed","mod_folder","viewed","course_module","folder","623","r","2","5003","70","4401","512812","99","\N","0","1544473441","web","181.135.96.79","\N"
"ECBTI42","10147600","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544482837","web","181.135.96.79","\N"
"ECBTI42","10147604","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544482839","web","181.135.96.79","\N"
"ECBTI42","10147635","\\gradereport_user\\event\\grade_report_viewed","gradereport_user","viewed","grade_report","\N","\N","r","2","135","50","99","512812","99","512812","0","1544482849","web","181.135.96.79","\N"
"ECBTI42","10147740","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544482882","web","181.135.96.79","\N"
"ECBTI42","10147746","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544482883","web","181.135.96.79","\N"
"ECBTI42","10147772","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544482891","web","181.135.96.79","\N"
"ECBTI42","10147783","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544482895","web","181.135.96.79","\N"
"ECBTI42","10148177","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","340364","c","2","4997","70","4395","512812","99","\N","0","1544483060","web","181.135.96.79","\N"
"ECBTI42","10148178","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","340364","c","2","4997","70","4395","512812","99","\N","0","1544483060","web","181.135.96.79","\N"
"ECBTI42","10148187","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544483063","web","181.135.96.79","\N"
"ECBTI42","10148848","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","340383","c","2","4997","70","4395","512812","99","\N","0","1544483317","web","181.135.96.79","\N"
"ECBTI42","10148849","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","340383","c","2","4997","70","4395","512812","99","\N","0","1544483317","web","181.135.96.79","\N"
"ECBTI42","10148856","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544483321","web","181.135.96.79","\N"
"ECBTI42","10149155","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544483416","web","181.135.96.79","\N"
"ECBTI42","10149165","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544483418","web","181.135.96.79","\N"
"ECBTI42","10149194","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544483424","web","181.135.96.79","\N"
"ECBTI42","10249420","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544533620","web","181.135.96.79","\N"
"ECBTI42","10249425","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","135","50","99","512812","99","\N","0","1544533621","web","181.135.96.79","\N"
"ECBTI42","10249448","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","621","r","2","4997","70","4395","512812","99","\N","0","1544533636","web","181.135.96.79","\N"
"ECBTI42","10249453","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","18741","r","2","4997","70","4395","512812","99","\N","0","1544533640","web","181.135.96.79","\N"
"ECBTI42","10250041","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544534010","web","181.135.96.79","\N"
"ECBTI42","10250044","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544534012","web","181.135.96.79","\N"
"ECBTI42","10250059","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544534018","web","181.135.96.79","\N"
"ECBTI42","10250069","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544534022","web","181.135.96.79","\N"
"ECBTI42","10251097","\\mod_assign\\event\\submission_status_viewed","mod_assign","viewed","submission_status","\N","\N","r","0","4228","70","3653","512812","37","\N","0","1544534609","web","181.135.96.79","\N"
"ECBTI42","10251219","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544534686","web","181.135.96.79","\N"
"ECBTI42","10251224","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544534688","web","181.135.96.79","\N"
"ECBTI42","10251245","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544534693","web","181.135.96.79","\N"
"ECBTI42","10251248","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544534697","web","181.135.96.79","\N"
"ECBTI42","10270892","\\core\\event\\user_loggedin","core","loggedin","user","user","512812","r","0","1","10","0","512812","0","\N","0","1544542915","web","181.135.96.79","\N"
"ECBTI42","10270902","\\core\\event\\course_viewed","core","viewed","course","\N","\N","r","2","73","50","37","512812","37","\N","0","1544542916","web","181.135.96.79","\N"
"ECBTI42","10270915","\\mod_forum\\event\\course_module_viewed","mod_forum","viewed","course_module","forum","524","r","2","4217","70","3642","512812","37","\N","0","1544542923","web","181.135.96.79","\N"
"ECBTI42","10270930","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544542927","web","181.135.96.79","\N"
"ECBTI42","10271686","\\mod_forum\\event\\assessable_uploaded","mod_forum","uploaded","assessable","forum_posts","344296","c","2","4217","70","3642","512812","37","\N","0","1544543170","web","181.135.96.79","\N"
"ECBTI42","10271687","\\mod_forum\\event\\post_created","mod_forum","created","post","forum_posts","344296","c","2","4217","70","3642","512812","37","\N","0","1544543170","web","181.135.96.79","\N"
"ECBTI42","10271703","\\mod_forum\\event\\discussion_viewed","mod_forum","viewed","discussion","forum_discussions","17094","r","2","4217","70","3642","512812","37","\N","0","1544543174","web","181.135.96.79","\N"
